address,zip,units,list_price,rent,rent_estimate_beds,rent_estimate_sqft,beds,sqft,year_built,baths,mortgage,dp+close,1yr CF,1yr growth,3yr growth,5yr growth,unemploy %,family %,college %,poverty %,vacancy,med_age,price_to_rent,price_to_rent_est_sqft,price_to_rent_est_beds
"6112 Saturn Drive, Madison, WI",53718,1,339900,NA,1996.666667,1920.30782,3,1848,2019,2.5,21130,15897,-31088,2.6,4.6,15.3,2.1,70.1,6,6.3,2.7,35.2,inf,14.75023937,14.18614357
"613 Copernicus Way, Madison, WI",53718,1,318000,NA,2589.444444,2713.473532,4,2603,2004,3.5,19768,15130,-29200,2.6,4.6,15.3,2.1,70.1,6,6.3,2.7,35.2,inf,9.76608015,10.2338554
"721 Copernicus Way, Madison, WI",53718,1,299900,NA,2589.444444,2155.767678,4,2068,2005,2.5,18643,14497,-27641,2.6,4.6,15.3,2.1,70.1,6,6.3,2.7,35.2,inf,11.59293134,9.651362369
"102 Venus Way, Madison, WI",53718,1,305000,NA,1996.666667,2718.357822,3,2616,2006,3,18960,14675,-28080,2.6,4.6,15.3,2.1,70.1,6,6.3,2.7,35.2,inf,9.350007735,12.72954925
"5358 Congress Avenue #4, Madison, WI",53718,1,235000,NA,1613.75,2021.582846,3,2000,2004,2,14609,12225,-22049,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,9.687128763,12.13529564
"7022 Havenswood Drive, Madison, WI",53718,1,299900,NA,1331.111111,2251.789526,2,2167,2002,3,18643,14497,-27641,2.6,4.6,15.3,2.1,70.1,6,6.3,2.7,35.2,inf,11.09858021,18.77504174
"1302 Brunette Downs Drive, Madison, WI",53718,1,403990,NA,2819.444444,3191.848715,4,3034,2019,2.5,25114,18140,-36610,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,10.54744016,11.94059113
"6209 Seven Pines Avenue, Madison, WI",53718,1,338000,NA,2662.222222,2134.368107,4,2054,2013,2.5,21011,15830,-30923,2.6,4.6,15.3,2.1,70.1,6,6.3,2.7,35.2,inf,13.19672393,10.58013356
"8253 Mayo Drive #208, Madison, WI",53719,1,172900,NA,700.9722222,901.6542546,1,945,2006,1,10748,10052,-16698,5.8,2.7,8.4,2.4,61.1,8.1,8.7,8.9,33.4,inf,15.97988726,20.55478502
"7626 Welton Drive, Madison, WI",53719,1,529900,NA,2378.333333,4031.81099,4,3798,1993,3.5,32941,22546,-47459,1.9,0.9,14.6,5.1,66.3,9,10.4,3.6,28.3,inf,10.95248102,18.56692362
"2924 Maple Run Drive, Madison, WI",53719,1,350000,NA,2016.875,2984.997969,3,3066,1992,3.5,21757,16250,-31957,3.5,1.8,4.2,2.7,75.8,9.9,12.4,4.5,30.2,inf,9.771084258,14.46131598
"340 N Allen Street #24, Madison, WI",53726,1,209900,NA,820.8055556,1343.837284,1,1028,1981,1,13048,11346,-19886,-3.8,-4.5,-1.8,2.1,35.1,56.6,45.2,2.7,23.4,inf,13.01620879,21.31036583
"2101 Chamberlain Avenue, Madison, WI",53726,1,750000,NA,3599.305556,3375.083279,5,2745,1922,3.5,46623,30250,-66423,-3.8,-4.5,-1.8,2.1,35.1,56.6,45.2,2.7,23.4,inf,18.51806158,17.36446074
"340 N Allen Street #21, Madison, WI",53726,1,224900,NA,1641.611111,1490.247572,2,1140,1981,1,13981,11872,-21179,-3.8,-4.5,-1.8,2.1,35.1,56.6,45.2,2.7,23.4,inf,12.57621017,11.41663
"2004 University Avenue, Madison, WI",53726,4,1150000,NA,8923.333333,4215.694768,12,2676,1926,4,71489,44250,-100889,-3.8,-4.5,-1.8,2.1,35.1,56.6,45.2,2.7,23.4,inf,22.73251234,10.73963392
"340 N Allen Street #11, Madison, WI",53726,1,199900,NA,1641.611111,1369.981978,2,1048,1981,1,12427,10996,-19025,-3.8,-4.5,-1.8,2.1,35.1,56.6,45.2,2.7,23.4,inf,12.15952735,10.14755152
"1716 Hoyt Street, Madison, WI",53726,1,738000,NA,2859.444444,3678.027202,4,2515,1904,3.5,45877,29830,-65389,-3.8,-4.5,-1.8,2.1,35.1,56.6,45.2,2.7,23.4,inf,16.72092038,21.50767437
"340 N Allen Street #12, Madison, WI",53726,1,203900,NA,1641.611111,1312.463651,2,1004,1981,1,12675,11136,-19369,-3.8,-4.5,-1.8,2.1,35.1,56.6,45.2,2.7,23.4,inf,12.94639029,10.35060408
"340 N Allen Street #7, Madison, WI",53726,1,208000,NA,1641.611111,1288.933426,2,986,1981,1,12930,11280,-19722,-3.8,-4.5,-1.8,2.1,35.1,56.6,45.2,2.7,23.4,inf,13.44781118,10.55873295
"2035 University Avenue #1D, Madison, WI",53726,1,189900,NA,719.8611111,1036.500985,1,843,1980,1,11805,10646,-18163,-3.8,-4.5,-1.8,2.1,35.1,56.6,45.2,2.7,23.4,inf,15.26771342,21.98340729
"701 Westlawn Drive, Cottage Grove, WI",53527,1,299900,NA,1656.041667,2376.495835,3,2603,1994,3,18643,14497,-27641,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,10.51618366,15.09120644
"5035 Town Hall Drive, Cottage Grove, WI",53527,1,350000,NA,2366.388889,1517.289965,4,1637,,2,21757,16250,-31957,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,19.22286929,12.3253903
"3011 Red Hawk Trail, Cottage Grove, WI",53527,1,515000,NA,1715.416667,1880.260245,3,1993,2019,2.5,32014,22025,-46174,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,22.82485458,25.01821715
"204 Maria Lane, Cottage Grove, WI",53527,1,358900,NA,1774.791667,2588.754351,3,2793,2002,2.5,22311,16562,-32725,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,11.5531755,16.85174316
"3019 Red Hawk Tr, Cottage Grove, WI",53527,1,524000,NA,1715.416667,2198.196875,3,2330,2019,2.5,32574,22340,-46950,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,19.86476606,25.45542871
"804 Damascus Trail, Cottage Grove, WI",53527,1,449000,NA,1715.416667,1666.101151,3,1766,2019,2,27912,19715,-40488,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,22.45762009,21.81199903
"828 Damascus Trail, Cottage Grove, WI",53527,1,450000,NA,1715.416667,1666.101151,3,1766,2019,2,27974,19750,-40574,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,22.50763706,21.86057809
"4449 Wind Chime Way, Cottage Grove, WI",53527,1,359900,NA,1774.791667,2091.023923,3,2256,1978,2.5,22373,16596,-32811,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,14.34305287,16.89869703
"502 Nightingale Lane, Cottage Grove, WI",53527,1,299000,NA,2366.388889,2754.664494,4,2972,2001,3.5,18587,14465,-27563,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,9.04526367,10.52940486
"4912 Pierceville Road, Cottage Grove, WI",53527,1,879900,NA,3549.583333,6617.868265,6,7140,2006,4.5,54698,34796,-77616,,,,4.9,89.3,4.3,11.8,1.8,36.3,inf,11.07985186,20.65735415
"504 Killian Trail, Cottage Grove, WI",53527,1,365000,NA,2287.222222,2549.153629,4,2702,2008,3,22690,16775,-33250,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,11.93206495,13.29851834
"3758 Vilas Road, Cottage Grove, WI",53527,1,275000,NA,2149.722222,1884.795727,4,2163,1966,2,17095,13625,-25495,2.2,5.4,6.5,4.7,90.2,3.9,3.9,6.9,48.4,inf,12.15870046,10.66029203
"2348 Rinden Road, Cottage Grove, WI",53527,1,569900,NA,2267.555556,3388.484341,4,3216,1992,2.5,35427,23947,-50905,2.2,5.4,6.5,4.7,90.2,3.9,3.9,6.9,48.4,inf,14.01560754,20.94399255
"434 Ollie Street, Cottage Grove, WI",53527,1,229900,NA,1656.041667,920.2872845,3,1008,1974,1,14291,12046,-21609,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,20.81777468,11.56875079
"6286 Stone Gate Drive, Fitchburg, WI",53719,1,360000,NA,1971,1852.792658,3,1830,2019,2,22379,16600,-32819,4,14.2,11.7,4.4,82,4.8,2.2,4.2,38.9,inf,16.19177401,15.22070015
"220 Dentaria Drive, Cottage Grove, WI",53527,1,295000,NA,2208.055556,2008.563518,4,2200,1996,3,18338,14325,-27218,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,12.2392611,11.13347591
"806 Stoney Hill Lane, Cottage Grove, WI",53527,1,569900,NA,2859.027778,2873.694284,5,3046,2007,2.5,35427,23947,-50905,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,16.52634622,16.61112461
"309 Southing Grange, Cottage Grove, WI",53527,1,449900,NA,2760.069444,3716.755491,5,4071,2001,2.5,27968,19746,-40566,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,10.08720287,13.58359542
"3012 Red Hawk Trail, Cottage Grove, WI",53527,1,515000,NA,1715.416667,1907.619777,3,2022,2019,2,32014,22025,-46174,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,22.49749514,25.01821715
"800 Damascus Trail, Cottage Grove, WI",53527,1,449000,NA,1715.416667,1765.161525,3,1871,2019,2.5,27912,19715,-40488,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,21.19730469,21.81199903
"312 Coyle Parkway, Cottage Grove, WI",53527,1,499000,NA,2287.222222,2844.447887,4,3015,2005,3.5,31020,21465,-44796,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,14.61912293,18.18071411
"209 Donkel Court, Cottage Grove, WI",53527,1,619900,NA,3312.083333,5539.983376,6,6068,2005,5.5,38535,25697,-55213,0.9,1.6,6.6,3.5,90.6,5.9,7.6,5.2,35.1,inf,9.324636886,15.59693043
"3476 Skarstinden Road, Cottage Grove, WI",53527,1,674900,NA,1656.041667,3276.31726,3,3718,2006,2.5,41954,27622,-59952,2.2,5.4,6.5,4.7,90.2,3.9,3.9,6.9,48.4,inf,17.16612349,33.96150459
"1311 Burnette Downs Drive, Madison, WI",53718,1,369900,NA,2819.444444,2880.448841,4,2738,2018,3,22994,16946,-33672,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,10.70145721,10.93300493
"7409 Welton Drive, Madison, WI",53719,1,529900,NA,2378.333333,4521.190892,4,4259,1992,3,32941,22546,-47459,1.9,0.9,14.6,5.1,66.3,9,10.4,3.6,28.3,inf,9.766969453,18.56692362
"539 D'Onofrio Drive #8, Madison, WI",53719,1,93000,NA,682.5,996.0990351,1,718,1985,1,5781,7255,-9813,1.9,0.9,14.6,5.1,66.3,9,10.4,3.6,28.3,inf,7.780350876,11.35531136
"0.39 Ac Prairie Hill Road, Madison, WI",53719,1,499800,NA,1987.222222,2563.525406,4,2543,2019,3,31070,21493,-44865,3.5,1.8,4.2,2.7,75.8,9.9,12.4,4.5,30.2,inf,16.2471571,20.95890411
"3130 S High Point Road #B2, Madison, WI",53719,1,307500,NA,1070.277778,1574.214967,2,1642,2018,2,19115,14763,-28295,1.9,0.9,14.6,5.1,66.3,9,10.4,3.6,28.3,inf,16.27795475,23.94238256
"3126 S High Point Road #C1, Madison, WI",53719,1,297500,NA,1070.277778,1491.765219,2,1556,2019,2.5,18494,14413,-27434,5.8,2.7,8.4,2.4,61.1,8.1,8.7,8.9,33.4,inf,16.61901374,23.16376849
"2913 Greenway Trail, Madison, WI",53719,1,269900,NA,1167.75,1717.744689,2,1686,1982,1,16778,13446,-25056,3.6,4.5,8.9,1.3,77.3,7.9,5.8,4.9,32,inf,13.09371923,19.26068651
"705 Kottke Drive, Madison, WI",53719,1,92900,NA,630,694.0128385,1,600,1985,1,5775,7252,-9805,1.9,0.9,14.6,5.1,66.3,9,10.4,3.6,28.3,inf,11.15493293,12.28835979
"14 Shefford Circle, Madison, WI",53719,1,239900,NA,1639.125,1558.087206,3,1535,1980,1.5,14913,12396,-22471,3.6,4.5,8.9,1.3,77.3,7.9,5.8,4.9,32,inf,12.83090355,12.19654795
"5 Snowflake Court, Madison, WI",53719,1,414900,NA,2627.166667,3049.031227,4,3070,1999,2.5,25792,18522,-37550,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,11.3396674,13.16056588
"6701 Fairhaven Road #305, Madison, WI",53719,1,197900,NA,2192.5,1362.335309,3,1335,2006,2,12302,10926,-18852,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,12.10543877,7.521854808
"3011 Arapaho Drive, Fitchburg, WI",53719,1,339900,NA,2004.5,2924.494618,3,2460,1998,3,21130,15897,-31088,3.2,16.6,46.4,5.8,81.3,5.8,31.8,3.2,27.4,inf,9.685434134,14.13070591
"3018 Greenway Trail, Madison, WI",53719,1,289900,NA,1751.625,1874.644264,3,1840,1987,3,18021,14147,-26779,3.6,4.5,8.9,1.3,77.3,7.9,5.8,4.9,32,inf,12.88688942,13.79195509
"10 Waterford Circle, Madison, WI",53719,1,217800,NA,1378.333333,1276.60258,2,1272,1993,1.5,13539,11623,-20566,3.5,1.8,4.2,2.7,75.8,9.9,12.4,4.5,30.2,inf,14.21742388,13.16807739
"7203 Mid Town Road #213, Madison, WI",53719,1,164900,NA,1052.611111,1226.025525,2,1161,2001,2,10251,9772,-16009,3.6,4.5,8.9,1.3,77.3,7.9,5.8,4.9,32,inf,11.20830389,13.05483718
"10216 Watts Road, Madison, WI",53719,1,384900,NA,1792.5,2045.437913,3,1681,2019,2,23927,17472,-34965,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,15.68123862,17.89400279
"10212 Watts Road, Madison, WI",53719,1,396900,NA,1792.5,2270.545596,3,1866,2019,2,24673,17892,-35999,2.2,3.8,14.1,3.5,69.8,7.8,3.6,5.3,38.3,inf,14.5669834,18.45188285
"2338 Bedner Road, Madison, WI",53719,1,489000,NA,2604.722222,3870.980764,4,4171,2008,3.5,30398,21115,-43934,3.6,4.5,8.9,1.3,77.3,7.9,5.8,4.9,32,inf,10.52704792,15.64466247
"6241 Westin Drive, Madison, WI",53719,1,287900,NA,2067.5,1736.259798,3,1730,1995,2.5,17897,14077,-26607,4,14.2,11.7,4.4,82,4.8,2.2,4.2,38.9,inf,13.81801658,11.60419186
"7127 Discovery Lane, Madison, WI",53719,1,250000,NA,1461.666667,1642.966177,2,1610,2006,2.5,15541,12750,-23341,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,12.68031784,14.25313569
"6002 Lynbrook Lane, Madison, WI",53719,1,335000,NA,1662.25,1936.039709,3,1956,1990,3.5,20825,15725,-30665,3.5,1.8,4.2,2.7,75.8,9.9,12.4,4.5,30.2,inf,14.41947009,16.79450544
"4113 Ambleside Drive, Madison, WI",53719,1,359900,NA,2923.333333,2449.142128,4,2400,2005,2.5,22373,16596,-32811,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,12.24578448,10.25940707
"6284 Stone Gate Drive, Fitchburg, WI",53719,1,360000,NA,1971,1852.792658,3,1830,2019,2,22379,16600,-32819,4,14.2,11.7,4.4,82,4.8,2.2,4.2,38.9,inf,16.19177401,15.22070015
"1102 Gammon Lane #1, Madison, WI",53719,1,119900,NA,958.0555556,1015.601474,2,988,1988,1,7453,8196,-12131,-1.7,-1.6,-8.6,6.7,77.6,6,22.9,3.9,34.8,inf,9.838176615,10.42910989
"3128 S High Point Road #C2, Madison, WI",53719,1,297500,NA,1070.277778,1491.765219,2,1556,2019,2.5,18494,14413,-27434,5.8,2.7,8.4,2.4,61.1,8.1,8.7,8.9,33.4,inf,16.61901374,23.16376849
"5 Holt Place, Madison, WI",53719,1,547500,NA,1982.222222,4579.307544,4,4369,1994,3.5,34035,23163,-48975,1.9,0.9,14.6,5.1,66.3,9,10.4,3.6,28.3,inf,9.963296756,23.01709641
"7817 Stratton Way, Madison, WI",53719,1,369900,NA,2389.666667,2508.083748,4,2516,2006,3,22994,16946,-33672,3.6,4.5,8.9,1.3,77.3,7.9,5.8,4.9,32,inf,12.29025946,12.8992886
"0 Stone Gate Drive, Fitchburg, WI",53719,1,360000,NA,1983.75,2232.965028,3,2219,2019,2.5,22379,16600,-32819,4,14.2,11.7,4.4,82,4.8,2.2,4.2,38.9,inf,13.43505143,15.12287335
"2 Maple Run Court, Madison, WI",53719,1,334900,NA,1583.125,2471.539212,3,2473,1991,3.5,20819,15722,-30657,3.5,1.8,4.2,2.7,75.8,9.9,12.4,4.5,30.2,inf,11.2918837,17.62863535
"42 Elver Court, Madison, WI",53719,1,674900,NA,2283.888889,4809.108963,4,4398,1991,4.5,41954,27622,-59952,1.9,0.9,14.6,5.1,66.3,9,10.4,3.6,28.3,inf,11.69482062,24.62539528
"3124 S High Point Road #B1, Madison, WI",53719,1,307500,NA,1070.277778,1574.214967,2,1642,2019,2,19115,14763,-28295,5.8,2.7,8.4,2.4,61.1,8.1,8.7,8.9,33.4,inf,16.27795475,23.94238256
"3260 Stonecreek Drive #5, Madison, WI",53719,1,239900,NA,1344.583333,1790.758845,2,1790,1998,3,14913,12396,-22471,1.2,0.7,4.5,4.2,82.4,3.8,6.3,4.4,33.4,inf,11.16379613,14.86829873
"2412 Trevor Way, Madison, WI",53719,1,550000,NA,3255.902778,2832.470221,5,3052,2015,3.5,34190,23250,-49190,3.6,4.5,8.9,1.3,77.3,7.9,5.8,4.9,32,inf,16.18139989,14.07699691
"6100 Conservancy Way, Fitchburg, WI",53719,1,259900,NA,1998.25,1788.728927,3,1504,1999,2,16156,13096,-24194,3.2,16.6,46.4,5.8,81.3,5.8,31.8,3.2,27.4,inf,12.10822557,10.83865049
"702 Ondossagon Way, Madison, WI",53719,1,499500,NA,2923.333333,4208.839838,4,3397,1993,3,31051,21482,-44839,1.9,0.9,14.6,5.1,66.3,9,10.4,3.6,28.3,inf,9.889898784,14.23888255
"1317 Brunette Downs Drive, Madison, WI",53718,1,409900,NA,2819.444444,2854.148176,4,2713,2018,3,25481,18346,-37119,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,11.96796075,12.11527094
"7114 Littlemore Drive, Madison, WI",53718,1,359900,NA,2526.111111,2253.968498,4,2172,2018,2.5,22373,16596,-32811,2.6,4.6,15.3,2.1,70.1,6,6.3,2.7,35.2,inf,13.30616053,11.87266329
"1844 Autumn Lake Parkway, Madison, WI",53718,1,304900,NA,1820,1795.797186,3,1656,2019,2,18954,14672,-28072,4.5,7.7,11.7,1.9,82.8,8,3.4,6.1,36.4,inf,14.14877667,13.96062271
"2869 Forest Down, Fitchburg, WI",53711,1,549900,NA,4460,6089.380411,6,5045,1989,3.5,34184,23247,-49182,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,7.525396166,10.27466368
"5924 Hialeah Drive, Fitchburg, WI",53711,1,575000,NA,3330.416667,4159.032618,5,3497,2019,3.5,35744,24125,-51344,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,11.52110865,14.38758914
"402 S Segoe Road, Madison, WI",53711,1,319000,NA,1700,2136.59022,3,2004,1950,3,19830,15165,-29286,-1.1,2.1,2,2.6,80.9,5.4,6.6,1.5,42.4,inf,12.44194281,15.6372549
"5904 Hialeah Drive, Fitchburg, WI",53711,1,569900,NA,2673.333333,2975.149899,4,2540,2018,2.5,35427,23947,-50905,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,15.96278113,17.76496259
"48 Arboredge Way, Fitchburg, WI",53711,1,799000,NA,1967.444444,4534.50142,4,4321,2012,4.5,49669,31965,-70645,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,14.6837165,33.84254814
"824 Lewis Court, Madison, WI",53711,1,375000,NA,2860,1574.187855,4,1104,1936,1,23311,17125,-34111,8.7,15.2,19.8,1.4,79.6,26,2.8,1.2,32.9,inf,19.85150622,10.92657343
"3402 Monroe Street, Madison, WI",53711,1,1425000,NA,7150,9924.227783,10,6960,1996,9.5,88584,53875,-124584,8.7,15.2,19.8,1.4,79.6,26,2.8,1.2,32.9,inf,11.96566651,16.60839161
"2784 Waubesa Avenue, Madison, WI",53711,1,397000,NA,1164.833333,1031.581065,2,937,,1,24679,17895,-36007,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,32.07051241,28.40177422
"618 Chapman Street, Madison, WI",53711,1,310000,NA,2495,1691.716883,3,1080,1952,2,19271,14850,-28511,8.7,15.2,19.8,1.4,79.6,26,2.8,1.2,32.9,inf,15.27048266,10.35404142
"1921 Beld Street, Madison, WI",53713,1,139900,NA,1782.708333,1060.205779,3,864,1954,1,8697,8896,-13855,-0.3,14,24.7,8.3,71.5,10.1,33.8,1.6,28.5,inf,10.99629295,6.53967512
"2926 Coho Street, Madison, WI",53713,1,99000,NA,996.6111111,1417.878885,2,1348,1981,1.5,6154,7465,-10330,-3.3,0.2,-3,6.5,67.5,8.7,23,5.9,28.1,inf,5.818550573,8.278053403
"2814 Kingston Drive, Madison, WI",53713,1,199900,NA,1650.541667,1845.717687,3,1700,2004,2.5,12427,10996,-19025,-3.3,0.2,-3,6.5,67.5,8.7,23,5.9,28.1,inf,9.025396164,10.09264635
"2125 Luann Lane #7, Madison, WI",53713,1,130000,NA,996.6111111,1262.206723,2,1200,1988,2,8081,8550,-13001,-3.3,0.2,-3,6.5,67.5,8.7,23,5.9,28.1,inf,8.582851873,10.87017114
"4 Quinn Circle, Madison, WI",53713,1,285000,NA,1997.5,3678.437956,3,2935,1974,3.5,17717,13975,-26357,-7.2,-8.8,-9,13.4,70.9,5.8,25,8.3,35.2,inf,6.456544947,11.88986233
"2804 Warner Lane, Madison, WI",53713,1,250000,NA,1981.25,2068.619529,3,1700,1940,2,15541,12750,-23341,-6.6,-8.2,-7.1,7.7,74.1,10.3,30.1,10,32.1,inf,10.07112862,10.51524711
"2530 Marshall Parkway, Madison, WI",53713,1,850000,NA,2013.125,3185.225929,3,2450,1919,2.5,52839,33750,-75039,-3.3,0.2,-3,6.5,67.5,8.7,23,5.9,28.1,inf,22.23808763,35.18576012
"1829 Baird Street, Madison, WI",53713,1,144900,NA,1230.138889,1130.174246,2,900,1955,1,9008,9072,-14286,-0.3,14,24.7,8.3,71.5,10.1,33.8,1.6,28.5,inf,10.68419321,9.815964774
"165 Judd Street, Madison, WI",53714,1,164900,NA,1131.666667,818.2952939,2,655,1950,1,10251,9772,-16009,,,,7.3,71.6,4.2,8.6,5.2,41.4,inf,16.7930413,12.14285714
"4602 Milwaukee Street, Madison, WI",53714,1,249900,NA,1735.25,2628.753197,3,2040,2003,2.5,15535,12746,-23333,-1,21.3,16.9,7.5,68.5,10.1,21.1,2.1,30.2,inf,7.922006532,12.00115257
"4805 Agate Lane, Madison, WI",53714,1,201500,NA,1735.25,2327.219742,3,1806,1967,1.5,12526,11052,-19162,-1.2,-3.7,-2.7,4,83.1,6.8,8.3,3,41.6,inf,7.215333542,9.676799693
"917 Vernon Avenue, Madison, WI",53714,1,139900,NA,1125.166667,1536.959852,2,1183,1984,1.5,8697,8896,-13855,-1.2,-3.7,-2.7,4,83.1,6.8,8.3,3,41.6,inf,7.585320671,10.36142794
"4321 Milwaukee Street, Madison, WI",53714,1,239000,NA,1735.25,1905.846068,3,1479,1966,2,14857,12365,-22393,-1.2,-3.7,-2.7,4,83.1,6.8,8.3,3,41.6,inf,10.45030184,11.47769294
"5014 Piccadilly Drive, Madison, WI",53714,1,238000,NA,2357,1770.609418,4,1594,1973,1.5,14795,12330,-22307,-1,21.3,16.9,7.5,68.5,10.1,21.1,2.1,30.2,inf,11.20141638,8.414651393
"L27 Prince Way, Fitchburg, WI",53711,1,382900,NA,1354.166667,1696.68638,2,1564,2019,2,23803,17402,-34793,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,18.80626479,23.56307692
"3502 Dennett Drive #203, Madison, WI",53714,1,324900,NA,532.5,1346.011937,1,1014,2007,1.5,20197,15372,-29795,,,,7.3,71.6,4.2,8.6,5.2,41.4,inf,20.11497763,50.84507042
"1709 Fisher Street, Madison, WI",53713,1,125000,NA,1230.138889,1216.645589,2,914,1954,1,7770,8375,-12570,-0.3,14,24.7,8.3,71.5,10.1,33.8,1.6,28.5,inf,8.561792164,8.467878514
"2100 Waunona Way, Madison, WI",53713,1,1375000,NA,4178.472222,4574.223101,5,3403,1996,4,85475,52125,-120275,-7.2,-8.8,-9,13.4,70.9,5.8,25,8.3,35.2,inf,25.04979115,27.42230347
"2013 Irwin Place, Madison, WI",53713,1,399000,NA,1950.625,3192.423521,3,2400,1925,2,24803,17965,-36179,-3.3,0.2,-3,6.5,67.5,8.7,23,5.9,28.1,inf,10.41528475,17.04581865
"2805 Post Road, Madison, WI",53713,1,319900,NA,2601.944444,3461.505854,5,3203,1968,3,19886,15197,-29364,-3.3,0.2,-3,6.5,67.5,8.7,23,5.9,28.1,inf,7.701368844,10.24554286
"11 Sunfish Court, Madison, WI",53713,1,144900,NA,1061.777778,1776.343137,2,1624,1981,2.5,9008,9072,-14286,-3.3,0.2,-3,6.5,67.5,8.7,23,5.9,28.1,inf,6.797673124,11.37243617
"3213 Leyton Lane, Madison, WI",53713,1,459900,NA,2281.222222,4404.5178,4,4081,1965,3.5,28589,20096,-41427,-3.3,0.2,-3,6.5,67.5,8.7,23,5.9,28.1,inf,8.701293023,16.80020457
"4822 Milwaukee Street, Madison, WI",53714,1,250000,NA,1711.5,2260.467353,3,1963,1972,2,15541,12750,-23341,-1,21.3,16.9,7.5,68.5,10.1,21.1,2.1,30.2,inf,9.216383197,12.17255818
"3134 Hermina Street, Madison, WI",53714,2,160000,NA,1900,2912.374898,3,2120,1930,3,9946,9600,-15586,-6.9,-2.9,-6.8,6.8,65.5,10.6,13.6,2.9,36.8,inf,4.578165174,7.01754386
"4141 Nakoma Road, Madison, WI",53711,1,899900,NA,2938.541667,4739.607495,5,3845,1956,4.5,55941,35496,-79339,-1.6,-0.3,0.4,1,79,6.1,4,0,40.9,inf,15.82233692,25.52002836
"2582 Oak View Court, Fitchburg, WI",53711,1,530000,NA,3072.611111,4548.992506,4,3905,2005,3.5,32947,22550,-47467,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,9.709109568,14.37431067
"417 S Segoe Road, Madison, WI",53711,1,330000,NA,2833.333333,3121.724633,5,2928,1965,3,20514,15550,-30234,-1.1,2.1,2,2.6,80.9,5.4,6.6,1.5,42.4,inf,8.809233111,9.705882353
"2782 Waubesa Avenue, Madison, WI",53711,1,549900,NA,1747.25,2785.378968,3,2530,1993,3,34184,23247,-49182,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,16.45198033,26.22692803
"2611 Dublin Way, Waunakee, WI",53597,1,445000,NA,1782.083333,1695.60984,3,1702,2019,2,27663,19575,-40143,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,21.87020413,20.80897826
"2415 Allied Drive, Madison, WI",53711,1,258606,NA,1620.75,1169.043559,3,1135,2019,1.5,16076,13051,-24083,3.2,16.6,46.4,5.8,81.3,5.8,31.8,3.2,27.4,inf,18.43430027,13.29662193
"2419 Allied Drive, Madison, WI",53711,1,275335,NA,1620.75,1493.491772,3,1450,2019,1.5,17116,13637,-25524,3.2,16.6,46.4,5.8,81.3,5.8,31.8,3.2,27.4,inf,15.36304636,14.15676899
"2412 Dunns Marsh Terrace, Madison, WI",53711,1,299765,NA,2161,1649.020915,4,1601,2019,2,18635,14492,-27629,3.2,16.6,46.4,5.8,81.3,5.8,31.8,3.2,27.4,inf,15.14863544,11.55965602
